appid,linux,mac,windows
314950,1,1,1
314970,1,1,1
314980,0,1,1
315060,1,0,1
315070,0,0,1
315080,0,0,1
315110,1,1,1
315130,1,1,1
315320,1,1,1
315330,0,0,1
315340,0,0,1
315430,0,0,1
315450,0,0,1
315460,0,0,1
315480,1,1,1
315540,0,0,1
315550,0,0,1
315610,0,0,1
315650,0,1,1
315660,0,1,1
315670,0,0,1
315680,1,1,1
315810,0,0,1
315830,1,1,1
315840,1,1,1
315850,0,0,1
315860,1,1,1
315920,0,0,1
315930,1,1,1
315940,0,0,1
316010,0,0,1
316020,0,0,1
316030,0,0,1
316080,1,1,1
316140,1,1,1
316160,0,0,1
316180,0,1,1
316240,0,0,1
316260,0,0,1
316320,0,0,1
316370,0,0,1
316390,0,0,1
316420,0,1,1
316430,1,1,1
316480,0,0,1
316600,0,0,1
316610,1,1,1
316660,1,1,1
316700,0,0,1
316720,0,0,1
316740,0,1,1
316790,1,1,1
316810,0,1,1
316840,0,0,1
316890,0,1,1
316930,1,1,1
316950,0,0,1
316970,0,0,1
317020,1,1,1
317030,1,1,1
317040,1,1,1
317060,1,1,1
317080,0,1,1
317100,0,1,1
317250,1,1,1
317280,0,1,1
317290,1,1,1
317300,1,1,1
317320,1,1,1
317360,1,0,1
317370,0,1,1
317380,0,0,1
317410,0,0,1
317440,0,0,1
317470,0,0,1
317510,1,1,1
317580,0,0,1
317610,1,1,1
317620,1,1,1
317710,1,1,1
317720,0,0,1
317730,0,0,1
317820,0,1,1
317840,0,0,1
317920,0,0,1
317940,0,0,1
317950,0,0,1
317970,0,0,1
318020,0,0,1
318090,0,0,1
318100,0,0,1
318130,0,1,1
318220,0,1,1
318230,1,1,1
318260,1,1,1
318300,0,0,1
318310,1,1,1
318330,1,1,1
318350,0,0,1
318430,0,1,1
318440,0,0,1
318480,0,0,1
318530,0,0,1
318560,0,0,1
318570,0,0,1
318600,0,1,1
318650,0,1,1
318660,0,0,1
318680,0,1,1
318690,0,0,1
318740,0,0,1
318860,0,1,1
318950,0,0,1
318970,1,1,1
319050,1,1,1
319080,0,0,1
319140,0,0,1
319170,0,0,1
319180,0,0,1
319210,0,0,1
319230,1,1,1
319250,0,0,1
319270,1,1,1
319280,0,0,1
319300,0,0,1
319320,1,1,1
319400,0,0,1
319430,0,0,1
319450,0,0,1
319470,1,1,1
319480,0,0,1
319510,0,0,1
319550,1,1,1
319560,0,1,1
319570,0,0,1
319630,1,1,1
319730,0,0,1
319740,0,0,1
319760,0,0,1
319780,0,1,1
319830,0,0,1
319850,1,1,1
319910,1,1,1
319970,1,1,1
320040,1,1,1
320090,0,0,1
320110,0,0,1
320120,0,0,1
320140,1,1,1
320150,1,1,1
320240,0,0,1
320300,0,1,1
320310,0,0,1
320320,0,0,1
320330,0,0,1
320340,0,0,1
320400,0,0,1
320410,0,0,1
320430,0,1,1
320520,1,1,1
320540,1,1,1
320610,0,1,1
320630,0,0,1
320650,0,0,1
320670,0,1,1
320690,0,0,1
320760,0,0,1
320790,0,0,1
320820,0,1,1
320840,0,0,1
320970,0,1,1
321030,0,0,1
321060,1,1,1
321080,0,0,1
321150,0,1,1
321160,0,1,1
321190,0,0,1
321260,0,0,1
321270,0,0,1
321290,0,1,1
321330,0,0,1
321350,0,0,1
321360,0,0,1
321370,1,1,1
321390,0,0,1
321400,0,0,1
321410,0,0,1
321450,0,0,1
321480,1,1,1
321490,0,0,1
321560,0,1,1
321600,0,0,1
321610,0,0,1
321660,1,1,1
321710,0,0,1
321800,1,1,1
321830,0,0,1
321840,1,1,1
321870,0,0,1
321880,0,0,1
321890,0,0,1
321920,0,0,1
321940,0,0,1
321950,1,1,1
321960,0,0,1
322030,0,0,1
322080,0,1,1
322110,0,0,1
322130,0,0,1
322170,0,1,1
322190,1,1,1
322210,0,1,1
322290,0,0,1
322300,0,0,1
322330,1,1,1
322430,0,0,1
322440,0,0,1
322450,1,1,1
322500,1,1,1
322520,0,0,1
322540,0,0,1
322580,0,0,1
322630,0,0,1
322680,1,1,1
322750,0,1,1
322770,0,0,1
322780,0,0,1
322850,0,0,1
322900,0,0,1
322910,0,0,1
322930,0,0,1
322950,0,0,1
322970,0,1,1
322980,0,0,1
322990,0,1,1
323000,0,1,1
323020,0,1,1
323040,0,0,1
323060,0,1,1
323190,0,0,1
323220,1,1,1
323240,0,1,1
323250,0,0,1
323260,0,0,1
323270,0,0,1
323280,0,0,1
323320,1,0,1
323380,1,1,1
323430,0,1,1
323450,0,0,1
323460,0,0,1
323470,0,0,1
323490,0,0,1
323580,1,1,1
323630,0,0,1
323670,1,1,1
323680,1,1,1
323700,1,1,1
323720,1,1,1
323780,0,0,1
323850,1,1,1
324050,0,0,1
324070,1,1,1
324080,1,1,1
324090,0,0,1
324110,0,0,1
324120,1,1,1
324140,0,0,1
324160,0,0,1
324170,1,1,1
324190,0,1,1
324240,0,0,1
324260,1,1,1
324270,0,0,1
324310,0,1,1
324360,0,0,1
324390,1,0,1
324400,0,1,1
324420,0,1,1
324470,1,1,1
324510,0,1,1
324520,1,1,1
324570,0,0,1
324610,1,1,1
324650,0,0,1
324680,0,0,1
324710,1,1,1
324730,1,1,1
324740,1,1,1
324750,0,1,1
324760,0,1,1
324770,0,0,1
324800,0,0,1
324810,0,0,1
325060,1,1,1
325090,0,1,1
325110,0,0,1
325120,0,0,1
325150,1,1,1
325160,1,1,1
325180,1,1,1
325300,0,0,1
325320,0,0,1
325370,0,1,1
325420,0,0,1
325430,0,1,1
325470,0,0,1
325520,1,1,1
325610,1,1,1
325730,1,1,1
325790,1,1,1
325860,1,1,1
325870,0,0,1
325880,1,1,1
325930,0,1,1
326110,0,0,1
326120,0,0,1
326130,0,1,1
326150,0,0,1
326160,1,1,1
326180,0,0,1
326190,1,0,1
326230,0,0,1
326340,0,0,1
326360,1,1,1
326380,0,1,1
326410,1,1,1
326420,0,0,1
326460,1,1,1
326470,0,1,1
326480,0,0,1
326520,1,1,1
326590,0,0,1
326630,0,0,1
326650,0,0,1
326670,1,1,1
326720,0,0,1
326730,0,0,1
326840,1,1,1
326950,1,1,1
326960,1,1,1
326990,0,0,1
327000,1,1,1
327010,0,0,1
327030,1,1,1
327060,1,1,1
327070,0,0,1
327090,1,1,1
327140,0,0,1
327150,1,1,1
327210,0,0,1
327220,1,1,1
327260,0,0,1
327310,0,1,1
327370,0,0,1
327380,1,1,1
327390,1,1,1
327400,1,1,1
327410,1,1,1
327440,0,0,1
327450,0,0,1
327500,1,1,1
327510,0,0,1
327520,0,0,1
327560,1,1,1
327640,1,1,1
327650,0,0,1
327670,1,1,1
327740,0,0,1
327760,0,0,1
327860,0,0,1
327880,1,1,1
327890,0,1,1
327910,0,0,1
327920,1,1,1
327930,1,1,1
327940,1,0,1
327950,1,1,1
327960,0,0,1
327980,1,1,1
328000,1,1,1
328070,0,0,1
328080,1,1,1
328100,1,1,1
328220,1,1,1
328270,1,1,1
328310,0,0,1
328430,1,1,1
328440,0,0,1
328450,0,0,1
328460,0,0,1
328470,0,0,1
328500,0,1,1
328510,1,1,1
328550,1,1,1
328590,0,0,1
328600,0,0,1
328640,0,0,1
328650,0,0,1
328670,0,0,1
328680,0,1,1
328710,0,1,1
328740,0,0,1
328760,0,0,1
328780,0,1,1
328830,0,0,1
328880,0,1,1
328890,0,0,1
328900,0,0,1
328920,1,0,1
328930,1,0,1
328940,1,1,1
328990,0,0,1
329000,0,0,1
329020,0,1,1
329040,1,1,1
329050,0,0,1
329070,0,0,1
329110,0,0,1
329130,1,1,1
329190,1,1,1
329200,0,0,1
329240,0,1,1
329280,1,1,1
329310,0,1,1
329320,1,1,1
329340,0,0,1
329380,0,0,1
329430,0,0,1
329440,0,0,1
329460,1,1,1
329480,1,0,1
329490,0,0,1
329610,0,1,1
329620,1,1,1
329630,1,1,1
329640,1,1,1
329650,1,1,1
329660,1,1,1
329670,1,1,1
329680,1,1,1
329690,0,0,1
329770,1,1,1
329830,0,0,1
329860,1,1,1
329890,0,0,1
329970,1,1,1
329980,0,0,1
330100,1,1,1
330180,1,1,1
330270,1,1,1
330350,1,1,1
330370,0,0,1
330390,0,0,1
330420,1,1,1
330450,0,1,1
330460,1,1,1
330470,0,0,1
330500,0,0,1
330520,0,0,1
330570,1,1,1
330580,0,0,1
330590,0,0,1
330620,0,0,1
330660,0,1,1
330670,1,1,1
330680,0,0,1
330720,0,0,1
330770,0,0,1
330820,1,1,1
330830,0,1,1
330880,0,0,1
330990,1,1,1
331120,0,0,1
331160,0,0,1
331190,0,1,1
331200,1,1,1
331210,1,1,1
331220,1,1,1
331290,0,0,1
331340,1,1,1
331360,0,0,1
331390,1,1,1
331400,0,0,1
331440,0,1,1
331450,0,0,1
331460,1,1,1
331470,1,1,1
331480,1,1,1
331500,0,0,1
331510,0,1,1
331570,0,0,1
331580,0,0,1
331600,0,0,1
331650,0,0,1
331670,1,1,1
331690,1,1,1
331720,1,1,1
331750,0,0,1
331760,1,1,1
331790,0,0,1
331870,1,1,1
331880,0,0,1
331910,0,0,1
331920,1,1,1
331970,0,0,1
331980,0,1,1
332070,0,1,1
332150,0,0,1
332200,1,1,1
332250,0,1,1
332260,0,0,1
332270,1,1,1
332310,0,0,1
332330,0,0,1
332360,1,1,1
332370,0,0,1
332380,0,0,1
332390,0,0,1
332400,0,0,1
332410,0,0,1
332480,0,0,1
332490,0,1,1
332500,0,0,1
332530,1,1,1
332540,0,1,1
332570,1,1,1
332580,0,1,1
332610,1,0,1
332620,1,1,1
332630,0,1,1
332650,1,1,1
332700,0,0,1
332710,0,0,1
332730,0,0,1
332760,1,1,1
332780,0,0,1
332790,0,0,1
332800,0,0,1
332810,0,0,1
332830,1,0,1
332880,0,1,1
332950,0,0,1
333100,0,0,1
333120,0,0,1
333130,0,0,1
333210,0,0,1
333220,0,0,1
333250,1,1,1
333260,0,0,1
333290,1,1,1
333300,1,1,1
333330,1,1,1
333340,1,1,1
333350,0,1,1
333380,0,0,1
333390,1,1,1
333420,1,0,1
333430,0,0,1
333490,0,1,1
333510,1,1,1
333540,1,1,1
333580,1,1,1
333600,0,0,1
333640,1,1,1
333650,0,0,1
333660,0,1,1
333730,1,0,1
333760,0,0,1
333870,0,0,1
333880,1,1,1
333930,0,0,1
333950,0,0,1
333970,1,1,1
333980,0,0,1
333990,0,1,1
334030,0,0,1
334040,0,0,1
334070,0,1,1
334100,0,1,1
334120,1,1,1
334140,0,0,1
334190,0,0,1
334210,0,0,1
334230,0,1,1
334260,1,1,1
334270,1,1,1
334280,1,1,1
334300,1,1,1
334410,0,0,1
334420,1,1,1
334470,0,0,1
334480,0,0,1
334490,0,0,1
334540,0,0,1
334560,1,1,1
334620,1,1,1
334690,0,0,1
334710,0,0,1
334830,0,0,1
334840,1,1,1
334850,0,0,1
334920,0,0,1
334940,0,0,1
334960,0,0,1
334980,0,0,1
335000,0,1,1
335010,0,0,1
335050,0,0,1
335070,0,0,1
335090,1,1,1
335100,0,1,1
335120,1,1,1
335150,0,0,1
335190,0,0,1
335200,0,0,1
335210,1,1,1
335220,0,0,1
335240,0,1,1
335300,0,0,1
335310,0,0,1
335320,0,0,1
335330,0,0,1
335420,0,0,1
335430,0,0,1
335440,0,0,1
335450,1,1,1
335460,1,1,1
335550,0,0,1
335560,0,1,1
335570,0,0,1
335620,1,1,1
335660,1,1,1
335670,1,1,1
335690,1,1,1
335700,0,0,1
335770,0,0,1
335790,0,1,1
335820,0,0,1
335830,1,1,1
335840,0,0,1
335850,1,1,1
335890,0,0,1
335900,0,0,1
335920,0,0,1
336010,0,0,1
336020,0,0,1
336030,1,1,1
336040,0,0,1
336060,0,0,1
336080,0,0,1
336090,1,0,1
336110,0,0,1
336130,0,0,1
336140,0,1,1
336150,0,0,1
336160,1,1,1
336200,0,0,1
336210,0,0,1
336220,0,0,1
336230,0,1,1
336240,1,1,1
336280,0,0,1
336300,1,1,1
336380,1,1,1
336420,0,0,1
336440,1,1,1
336520,1,1,1
336530,0,0,1
336610,0,0,1
336630,0,0,1
336670,0,0,1
336680,0,1,1
336700,1,1,1
336710,1,1,1
336730,1,1,1
336760,0,0,1
336770,0,0,1
336780,0,0,1
336840,0,1,1
336930,0,0,1
336940,1,1,1
337000,1,1,1
337040,1,1,1
337070,0,0,1
337130,0,1,1
337150,1,1,1
337180,0,0,1
337210,0,1,1
337220,0,0,1
337270,1,1,1
337280,1,1,1
337290,0,0,1
337320,1,1,1
337340,1,1,1
337350,0,1,1
337360,0,0,1
337410,0,0,1
337420,0,0,1
337450,0,0,1
337480,0,0,1
337490,0,1,1
337630,1,1,1
337650,0,0,1
337670,0,0,1
337680,0,1,1
337700,1,0,1
337720,0,0,1
337730,0,0,1
337760,0,0,1
337820,1,1,1
337850,0,1,1
337880,0,0,1
337890,1,1,1
337930,0,1,1
337940,0,0,1
337950,0,0,1
337960,1,1,1
337970,0,1,1
337980,0,0,1
338030,0,1,1
338040,0,0,1
338050,1,1,1
338060,0,0,1
338070,0,0,1
338080,0,0,1
338090,0,0,1
338100,0,0,1
338110,0,1,1
338120,1,0,1
338130,0,1,1
338140,0,0,1
338170,0,1,1
338180,0,0,1
338190,0,0,1
338260,0,1,1
338290,1,1,1
338300,0,0,1
338310,1,1,1
338320,1,1,1
338330,0,1,1
338350,0,1,1
338390,0,0,1
338530,0,0,1
338540,0,0,1
338550,0,0,1
338590,0,0,1
338630,0,0,1
338760,0,0,1
338800,0,0,1
338810,1,1,1
338830,0,1,1
338890,0,0,1
338960,0,0,1
338980,0,1,1
339000,0,0,1
339040,0,0,1
339090,1,1,1
339110,0,1,1
339120,0,1,1
339130,0,1,1
339160,1,1,1
339190,1,1,1
339200,0,1,1
339210,0,1,1
339230,0,0,1
339240,0,0,1
339250,1,1,1
339280,1,1,1
339290,0,0,1
339320,0,1,1
339340,0,0,1
339350,1,1,1
339400,0,1,1
339440,1,1,1
339470,0,0,1
339500,0,0,1
339510,1,1,1
339560,1,1,1
339570,1,1,1
339580,0,0,1
339590,0,1,1
339600,0,1,1
339610,0,0,1
339690,0,0,1
339700,0,0,1
339710,1,0,1
339720,0,0,1
339790,0,0,1
339800,1,1,1
339820,0,0,1
339840,0,0,1
339850,0,0,1
339910,0,0,1
340000,0,1,1
340030,1,0,1
340050,0,0,1
340070,1,1,1
340120,0,0,1
340130,0,0,1
340140,1,1,1
340150,1,1,1
340170,0,0,1
340190,0,0,1
340200,0,0,1
340210,0,0,1
340220,1,0,1
340250,0,0,1
340270,0,1,1
340280,1,1,1
340290,0,0,1
340300,1,1,1
340310,1,1,1
340320,0,1,1
340330,1,1,1
340340,0,0,1
340350,1,1,1
340360,1,1,1
340370,0,1,1
340380,0,0,1
340400,0,0,1
340410,0,0,1
340440,0,0,1
340450,1,1,1
340460,1,1,1
340470,1,1,1
340480,0,0,1
340490,0,0,1
340500,0,0,1
340520,1,1,1
340540,0,0,1
340560,0,0,1
340570,0,0,1
340580,0,0,1
340600,1,1,1
340630,1,1,1
340680,1,1,1
340700,1,1,1
340720,0,1,1
340730,1,1,1
340750,1,1,1
340770,0,1,1
340800,1,1,1
340810,0,0,1
340830,1,0,1
340840,0,0,1
340860,0,0,1
340880,1,0,1
340920,1,0,1
340950,0,1,1
340960,0,0,1
340990,0,0,1
341000,0,1,1
341010,0,0,1
341020,0,1,1
341030,0,1,1
341040,0,1,1
341060,0,0,1
341070,0,0,1
341080,0,0,1
341090,1,1,1
341120,0,1,1
341150,1,1,1
341160,0,0,1
341260,0,1,1
341270,0,0,1
341290,1,1,1
341310,0,0,1
341360,1,1,1
341380,0,0,1
341390,1,0,1
341440,0,0,1
341460,0,0,1
341470,0,1,1
341490,0,0,1
341500,0,0,1
341510,0,0,1
341530,1,0,1
341540,0,0,1
341550,0,0,1
341570,0,0,1
341640,0,1,1
341660,0,1,1
341680,0,0,1
341690,1,1,1
341700,0,0,1
341710,1,1,1
341720,1,1,1
341730,0,1,1
341750,1,1,1
341760,0,1,1
341770,0,0,1
341780,0,0,1
341800,1,1,1
341820,1,1,1
341860,1,1,1
341870,0,0,1
341890,0,0,1
341910,0,0,1
341930,1,1,1
341940,1,0,1
341950,1,1,1
341980,0,0,1
342020,0,1,1
342090,0,0,1
342100,0,1,1
342130,0,0,1
342150,0,0,1
342180,0,0,1
342190,0,0,1
342200,0,0,1
342230,0,0,1
342240,0,0,1
342250,0,0,1
342260,0,1,1
342300,0,1,1
342310,1,1,1
342350,0,0,1
342360,0,0,1
342380,1,1,1
342450,1,1,1
342480,1,1,1
342490,1,1,1
342500,0,0,1
342510,0,0,1
342520,0,0,1
342530,1,1,1
342540,1,0,1
342550,0,0,1
342560,1,1,1
342570,0,0,1
342580,1,1,1
342610,1,1,1
342620,0,1,1
342630,0,1,1
342640,0,0,1
342650,0,0,1
342660,1,1,1
342740,0,0,1
342860,0,0,1
342870,0,0,1
342890,0,1,1
342910,0,0,1
342920,0,0,1
342940,1,1,1
342970,0,0,1
342980,1,1,1
342990,0,0,1
343000,0,0,1
343020,0,0,1
343070,0,0,1
343090,0,1,1
343100,0,0,1
343120,1,1,1
343140,0,0,1
343150,0,0,1
343170,0,1,1
343180,1,1,1
343250,0,0,1
343270,1,1,1
343280,1,1,1
343320,1,1,1
343340,0,0,1
343360,0,1,1
343370,1,1,1
343390,0,1,1
343410,1,1,1
343430,0,0,1
343440,1,1,1
343560,0,0,1
343570,0,0,1
343630,0,0,1
343690,1,0,1
343710,0,0,1
343740,1,1,1
343750,0,1,1
343770,1,1,1
343800,0,1,1
343810,0,1,1
343820,0,1,1
343830,0,1,1
343840,0,0,1
343860,1,1,1
343930,0,1,1
344030,0,0,1
344040,0,0,1
344100,1,1,1
344130,0,0,1
344160,0,0,1
344190,0,0,1
344220,0,1,1
344230,0,0,1
344240,1,1,1
344260,0,0,1
344270,0,0,1
344300,0,0,1
344340,0,0,1
344410,0,0,1
344440,0,0,1
344480,0,0,1
344500,1,1,1
344630,0,0,1
344740,1,1,1
344760,0,0,1
344770,1,1,1
344800,0,0,1
344810,0,0,1
344820,0,0,1
344840,1,1,1
344850,1,1,1
344860,0,1,1
344880,1,1,1
344890,0,0,1
344900,0,0,1
344910,1,1,1
344960,0,0,1
345010,0,0,1
345020,0,1,1
345030,0,0,1
345060,0,0,1
345080,0,0,1
345090,0,1,1
345120,0,0,1
345130,0,0,1
345140,1,1,1
345180,1,1,1
345200,0,1,1
345220,0,1,1
345230,0,0,1
345240,0,0,1
345260,0,0,1
345280,0,0,1
345290,0,0,1
345330,0,0,1
345340,1,0,1
345350,0,0,1
345390,0,0,1
345430,0,0,1
345440,1,1,1
345460,0,1,1
345480,1,1,1
345540,0,0,1
345580,0,0,1
345610,0,0,1
345620,0,0,1
345630,0,0,1
345640,1,1,1
345650,1,1,1
345660,0,0,1
345690,1,1,1
345700,1,1,1
345710,0,0,1
345750,1,1,1
345820,0,0,1
345860,1,0,1
345920,0,0,1
345990,0,1,1
346010,1,1,1
346040,1,1,1
346060,0,0,1
346080,1,1,1
346090,1,1,1
346110,1,1,1
346120,0,0,1
346130,1,1,1
346140,0,0,1
346150,1,0,1
346160,0,0,1
346180,0,1,1
346200,1,1,1
346210,0,0,1
346240,0,0,1
346250,0,1,1
346300,0,1,1
346330,1,1,1
346340,0,0,1
346420,1,1,1
346430,1,1,1
346440,0,1,1
346450,0,0,1
346460,1,1,1
346470,0,1,1
346490,0,0,1
346500,0,0,1
346550,0,0,1
346560,1,1,1
346610,0,0,1
346630,0,0,1
346650,0,0,1
346670,0,1,1
346730,0,0,1
346750,0,0,1
346760,0,0,1
346770,0,0,1
346780,0,0,1
346800,0,0,1
346810,0,1,1
346830,0,0,1
346850,0,0,1
346900,1,1,1
346920,0,0,1
346940,1,1,1
346950,0,0,1
346970,1,1,1
347000,1,1,1
347030,0,1,1
347040,0,1,1
347050,0,0,1
347060,0,0,1
347080,0,0,1
347160,1,1,1
347170,0,0,1
347230,1,1,1
347240,1,1,1
347250,1,0,1
347260,1,1,1
347270,1,0,1
347280,1,1,1
347290,1,0,1
347330,1,1,1
347400,0,0,1
347430,1,1,1
347440,0,0,1
347480,1,1,1
347510,0,1,1
347520,0,0,1
347560,0,0,1
347580,0,0,1
347590,0,1,1
347600,0,0,1
347610,0,0,1
347620,0,0,1
347660,0,0,1
347670,0,0,1
347690,0,0,1
347710,1,1,1
347720,0,0,1
347730,0,0,1
347790,0,0,1
347820,1,1,1
347830,0,0,1
347930,0,0,1
347940,0,0,1
347950,0,1,1
348000,0,0,1
348020,1,1,1
348160,0,0,1
348180,1,1,1
348200,0,0,1
348240,0,0,1
348250,0,0,1
348270,1,1,1
348280,0,0,1
348290,0,1,1
348300,0,0,1
348340,1,1,1
348360,1,1,1
348380,0,0,1
348400,0,1,1
348430,0,0,1
348440,0,0,1
348450,0,0,1
348460,0,0,1
348470,0,0,1
348490,0,0,1
348510,0,0,1
348530,0,0,1
348540,1,1,1
348550,0,0,1
348570,1,0,1
348620,0,0,1
348650,0,0,1
348700,1,0,1
348710,0,0,1
348730,0,0,1
348740,0,0,1
348790,0,0,1
348800,0,0,1
348810,0,1,1
348820,0,0,1
348840,1,1,1
348860,0,1,1
348870,0,0,1
348910,0,1,1
348950,0,0,1
348960,0,1,1
348980,0,0,1
349020,1,1,1
349040,0,0,1
349060,0,0,1
349100,0,0,1
349140,0,0,1
349150,0,1,1
349190,0,1,1
349220,0,1,1
349240,0,0,1
349250,0,0,1
349300,0,0,1
349320,0,0,1
349440,0,0,1
349450,0,0,1
349460,1,1,1
349500,0,0,1
349510,0,0,1
349530,0,0,1
349540,0,1,1
349550,0,1,1
349650,0,0,1
349670,0,0,1
349680,1,0,1
349690,1,0,1
349710,0,0,1
349720,0,0,1
349760,0,1,1
349780,0,1,1
349790,1,1,1
349840,0,0,1
349950,0,0,1
349980,0,0,1
350000,1,1,1
350010,1,1,1
350020,0,0,1
350070,0,1,1
350080,0,0,1
350090,1,1,1
350110,0,1,1
350150,1,1,1
350200,0,0,1
350210,1,1,1
350220,0,0,1
350310,0,0,1
350330,0,1,1
350380,0,0,1
350480,0,1,1
350490,1,1,1
350500,0,0,1
350530,0,0,1
350540,0,0,1
350550,0,0,1
350600,0,0,1
350610,0,0,1
350620,0,0,1
350630,0,0,1
350640,0,0,1
350700,0,0,1
350710,1,1,1
350740,1,1,1
350770,0,0,1
350780,0,0,1
350800,0,0,1
350810,0,0,1
350880,0,0,1
350910,0,0,1
350970,0,1,1
350990,0,0,1
351030,0,0,1
351050,0,0,1
351060,1,1,1
351080,0,0,1
351090,0,1,1
351100,1,1,1
351140,1,1,1
351150,0,0,1
351170,0,0,1
351220,0,0,1
351230,0,0,1
351240,0,1,1
351250,0,0,1
351290,0,0,1
351300,1,1,1
351320,1,1,1
351330,1,1,1
351340,0,0,1
351400,0,0,1
351410,0,0,1
351420,0,0,1
351470,0,0,1
351480,1,1,1
351490,1,1,1
351510,1,1,1
351630,0,0,1
351640,0,0,1
351690,0,0,1
351700,1,1,1
351710,0,0,1
351720,1,1,1
351730,1,1,1
351790,1,1,1
351800,0,0,1
351810,1,0,1
351820,1,0,1
351860,0,0,1
351870,0,0,1
351910,1,1,1
351920,0,0,1
351940,0,1,1
351970,0,0,1
351990,0,0,1
352010,1,1,1
352030,0,1,1
352050,1,1,1
352070,0,0,1
352120,0,0,1
352130,0,0,1
352140,0,1,1
352160,0,0,1
352170,1,1,1
352190,0,1,1
352210,1,1,1
352220,0,1,1
352240,1,1,1
352360,1,1,1
352370,1,1,1
352400,0,1,1
352430,0,0,1
352440,1,1,1
352460,0,1,1
352520,0,1,1
352530,0,0,1
352550,0,0,1
352580,0,0,1
352610,1,1,1
352620,0,1,1
352640,0,0,1
352700,0,0,1
352720,1,1,1
352740,1,1,1
352750,0,0,1
352760,0,1,1
352780,1,1,1
352790,1,1,1
352810,0,0,1
352850,0,0,1
352890,1,1,1
352900,0,0,1
352950,0,1,1
352960,1,1,1
353070,0,0,1
353080,0,0,1
353090,1,1,1
353110,0,0,1
353130,1,1,1
353190,0,0,1
353260,0,0,1
353270,0,0,1
353280,0,1,1
353300,0,1,1
353330,1,1,1
353340,1,1,1
353360,0,1,1
353540,1,1,1
353550,0,1,1
353560,1,1,1
353600,0,0,1
353610,0,1,1
353630,1,1,1
353640,1,1,1
353700,0,0,1
353790,0,0,1
353890,0,0,1
353940,0,0,1
353980,0,0,1
353990,0,0,1
354030,0,0,1
354040,0,0,1
354050,0,0,1
354140,0,0,1
354160,0,0,1
354180,0,0,1
354200,1,1,1
354230,1,1,1
354240,1,1,1
354280,0,0,1
354290,0,0,1
354310,0,0,1
354380,0,0,1
354400,1,1,1
354430,0,1,1
354560,1,1,1
354600,0,0,1
354620,0,0,1
354640,0,1,1
354680,0,1,1
354690,0,0,1
354720,0,0,1
354730,0,0,1
354740,1,1,1
354770,0,0,1
354820,0,0,1
354860,1,0,1
354920,0,0,1
354930,1,0,1
354950,0,1,1
354960,0,0,1
354970,0,0,1
355010,1,1,1
355020,0,0,1
355050,1,1,1
355060,0,0,1
355070,0,0,1
355080,1,1,1
355090,0,0,1
355100,1,1,1
355120,0,0,1
355130,0,0,1
355140,0,0,1
355170,0,1,1
355180,1,1,1
355190,1,1,1
355230,0,0,1
355240,0,0,1
355250,0,1,1
355270,0,0,1
355280,1,0,1
355310,0,0,1
355330,0,0,1
355350,1,1,1
355370,1,1,1
355380,0,0,1
355400,0,0,1
355410,1,1,1
355420,0,1,1
355430,0,0,1
355460,0,0,1
355490,1,1,1
355500,0,0,1
355510,0,0,1
355520,0,0,1
355530,1,1,1
355560,0,0,1
355570,0,0,1
355630,0,1,1
355650,0,1,1
355670,0,0,1
355690,1,1,1
355760,0,0,1
355790,0,0,1
355800,0,0,1
355810,1,1,1
355820,0,0,1
355840,0,0,1
355860,0,0,1
355910,1,1,1
355920,0,0,1
355970,1,1,1
355980,1,1,1
356000,1,1,1
356040,1,1,1
356050,1,1,1
356070,1,1,1
356090,1,1,1
356100,1,0,1
356110,0,0,1
356130,0,0,1
356160,0,0,1
356170,1,0,1
356180,0,0,1
356190,0,0,1
356210,1,1,1
356250,1,1,1
356260,0,0,1
356270,0,0,1
356280,0,0,1
356290,0,0,1
356310,0,0,1
356370,0,1,1
356380,1,1,1
356390,1,1,1
356400,0,0,1
356420,1,1,1
356430,0,0,1
356450,1,1,1
356460,0,1,1
356500,0,0,1
356510,0,0,1
356520,0,1,1
356530,1,1,1
356540,0,1,1
356550,0,1,1
356560,0,1,1
356570,1,1,1
356580,0,1,1
356650,0,0,1
356670,0,0,1
356710,0,0,1
356730,0,1,1
356770,0,0,1
356790,1,0,1
356800,1,1,1
356880,1,0,1
356890,1,1,1
356910,0,0,1
357010,0,0,1
357030,1,1,1
357070,1,0,1
357120,0,1,1
357190,0,0,1
357200,0,0,1
357290,0,0,1
357300,1,1,1
357310,0,0,1
357320,0,0,1
357330,0,0,1
357340,0,0,1
357370,1,1,1
357490,0,0,1
357500,0,0,1
357600,1,1,1
357650,1,0,1
357670,1,1,1
357690,0,0,1
357700,1,1,1
357720,0,0,1
357750,0,0,1
357770,0,0,1
357780,1,1,1
357830,0,0,1
357840,0,0,1
357890,0,0,1
357900,1,1,1
357910,0,0,1
357920,0,0,1
357930,1,0,1
357940,0,0,1
358000,0,0,1
358030,1,1,1
358070,0,1,1
358080,0,0,1
358090,0,0,1
358130,1,1,1
358190,0,1,1
358200,0,1,1
358210,0,1,1
358220,0,1,1
358230,0,1,1
358250,0,1,1
358260,0,1,1
358270,0,1,1
358290,0,1,1
358300,0,1,1
358310,0,1,1
358320,0,1,1
358340,0,1,1
358350,0,1,1
358360,0,1,1
358370,0,1,1
358380,0,1,1
358390,0,1,1
358410,0,1,1
358460,0,1,1
358610,0,1,1
358650,1,1,1
358700,0,0,1
358750,1,1,1
